Title,Origin/Ethnicity,Director,Cast,Genre,Keywords,Year Binned
Frankie and Alice,Canadian,Geoffrey Sax,"Halle Berry, Stellan Skarsgård, Matt Frewer",drama,"['frankie', 'oz', 'club', 'white', 'sessions', 'session', 'activity', 'split', 'personality', 'child', 'birth', 'attention', 'dr', 'girls', 'businessmen']",2010s
Fubar II,Canadian,Michael Dowse,"Dave Lawrence, Paul Spence, Andy Sparacino, Terra Hazelton",mockumentary/comedy,"['dean', 'terry', 'trish', 'crew', 'christmas', 'member', 'quickly', 'pact', 'compensation', 'santa', 'ends', 'jobs', 'fast', 'suicide', 'lifestyle']",2010s
Good Neighbours,Canadian,Jacob Tierney,"Jay Baruchel, Scott Speedman, Emily Hampshire",drama,"['victor', 'spencer', 'louise', 'apartment', 'cat', 'cats', 'wheelchair', 'serial', 'victim', 'window', 'sperm', 'montreal', 'seducing', 'probe', 'compromising']",2010s
GravyTrain,Canadian,April Mullen,Jennifer Dale,comedy,"['blamed', 'community', 'hansel', 'creek', 'uma', '1970s', 'produced', 'actors', 'resembles', 'april', 'tim', 'ryan', 'fish', 'charles', 'jimmy']",2010s
Grown Up Movie Star,Canadian,Adriana Maggs,"Shawn Doyle, Tatiana Maslany, Jonny Harris",drama,"['ray', 'stuart', 'ruby', 'james', 'drugs', 'lillian', 'sexuality', 'dynamic', 'examines', 'hockey', 'homosexual', 'uncertain', 'best', 'gym', 'avoiding']",2010s
Gunless,Canadian,William Phillips,"Paul Gross, Sienna Guillory, Dustin Milligan, Callum Keith Rennie, Graham Greene","western, comedy","['kid', 'sean', 'blacksmith', 'jack', 'bounty', 'townsfolk', 'town', 'hunters', 'jane', 'gun', 'horse', 'ben', 'american', 'riding', 'duel']",2010s
Heartbeats (Les Amours imaginaires),Canadian,Xavier Dolan,"Xavier Dolan, Anne Dorval, Monia Chokri, Niels Schneider, Anne Dorval",drama,"['marie', 'francis', 'friendship', 'loves', 'intended', 'leave', 'party', 'female', 'letter', 'bed', 'trip', 'feelings', 'vietnamese', 'telling', 'greet']",2010s
Higglety Pigglety Pop!,Canadian,Chris Lavis & Maciek Szczerbowski,Meryl Streep (voice),stop-motion animation produced with the national film board and warner home video,"['terrier', 'embarks', 'comfortable', 'experiences', 'journey', 'named', 'leaves', 'new', 'life', '17', '16', '150', '15', '14', '13']",2010s
The High Cost of Living,Canadian,Deborah Chow,"Zach Braff, Isabelle Blais",drama,"['henry', 'angel', 'hit', 'isabelle', 'zach', 'protector', 'unlikely', 'guardian', 'doors', 'forgive', 'accompany', 'quite', 'apparent', 'shut', 'terms']",2010s
High Life,Canadian,Gary Yates,"Timothy Olyphant, Joe Anderson, Rossif Sutherland",black comedy,"['dick', 'bug', 'high', 'donnie', 'timothy', 'raft', 'downtown', 'sexy', 'teller', 'eyed', 'charismatic', 'janitor', 'pipe', 'honour', 'hospital']",2010s
Incendies,Canadian,Denis Villeneuve,"Lubna Azabal, Mélissa Désormeaux-Poulin, Maxim Gaudette, Rémy Girard, Allen Altman",drama adapted from wajdi mouawad's play of the same name,"['twins', 'simon', 'canadian', 'war', 'canada', 'christian', 'muslim', 'track', 'brother', 'country', 'son', 'islamic', 'shoots', 'mother', 'arab']",2010s
A Life Begins,Canadian,Michel Monty,Julie LeBreton,drama,"['obsessive', 'overdose', 'charles', 'replace', 'honor', 'path', '12', 'memory', 'drugs', 'doctor', 'following', 'attempt', 'year', 'starts', 'old']",2010s
Repeaters,Canadian,Carl Bessai,"Dustin Milligan, Amanda Crew, Richard de Klerk, Gabrielle Rose",drama,"['kyle', 'sonia', 'michael', 'loop', 'repeat', 'dam', 'charlotte', 'bob', 'repeating', 'violent', 'therapy', 'michelle', 'laughs', 'day', 'wake']",2010s
Resident Evil: Afterlife,Canadian,Paul W.S. Anderson,"Milla Jovovich, Ali Larter, Kim Coates, Shawn Roberts, Wentworth Miller","action, horror in 3d.","['alice', 'wesker', 'arcadia', 'claire', 'bennett', 'luther', 'umbrella', 'virus', 'chris', 'prison', 'yong', 'crystal', 'aircraft', 'gate', 'angel']",2010s
A Shine of Rainbows,Canadian,Vic Sarin,"Aidan Quinn, Connie Nielsen, John Bell-Thomas, Jack Gleason",drama,"['tomás', 'alec', 'boat', 'fishing', 'greeted', 'orphanage', 'scarf', 'rainbow', 'goes', 'nancy', 'katie', 'possessions', 'friends', 'papers', 'home']",2010s
Small Town Murder Songs,Canadian,Ed Gass-Donnelly,"Peter Stormare, Martha Plimpton, Jill Hennessy",crime drama,"['holden', 'redemption', 'reformed', 'website', 'upsets', 'aging', 'explained', 'stephen', 'calm', 'tale', 'provides', 'official', 'modern', 'newly', 'writing']",2010s
This Movie Is Broken,Canadian,Bruce McDonald,"Greg Calderone, Georgina Reilly",romantic comedy/concert film,"['bruno', 'miracle', 'maybe', 'caroline', 'outdoor', 'parting', 'tomorrow', 'blake', 'long', 'favourite', 'granted', 'score', 'tickets', 'france', 'throwing']",2010s
The Whistleblower,Canadian,Larysa Kondracki,"Rachel Weisz, Vanessa Redgrave, David Strathairn, Monica Bellucci, Roxana Condurache",drama,"['kathryn', 'international', 'contracts', 'trafficking', 'scandal', 'personnel', 'security', 'ward', 'affairs', 'official', 'ring', 'human', 'madeleine', 'brings', 'email']",2010s
Wrecked,Canadian,Michael J. Greenspan,"Adrien Brody, Caroline Dhavernas",drama,"['car', 'man', 'raymond', 'robbery', 'woods', 'revolver', 'signal', 'hunter', 'seat', 'stuck', 'armed', 'leg', 'cell', 'dead', 'crash']",2010s
Year of the Carnivore,Canadian,Sook-Yin Lee,"Cristin Milioti, Mark Rendell, Kevin McDonald, Sheila McCarthy",drama,"['sammy', 'eugene', 'sexual', 'grocery', 'store', 'apple', 'overbearing', 'culminates', '21', 'transfers', 'disastrous', 'infatuated', 'dislikes', 'equally', 'musician']",2010s
Afghan Luke,Canadian,Mike Clattenburg,"Nick Stahl, Nicolas Wright, Stephen Lobo, Vik Sahay",comedy-drama,"['luke', 'afghanistan', 'taliban', 'canadian', 'tom', 'story', 'imran', 'sgt', 'bombings', 'print', 'unfinished', 'nemesis', 'wright', 'wilderness', 'raids']",2010s
Amy George,Canadian,Yonah Lewis & Calvin Thomas,Gabriel del Castillo Mullaly,coming-of-age drama,"['jesse', 'neighbourhood', 'tim', 'self', 'look', 'exploration', 'thirteen', 'adolescent', 'toronto', 'artistic', 'consumes', 'mature', 'uneasy', 'aspirations', 'wielding']",2010s
A Bottle in the Gaza Sea,Canadian,Thierry Binisti,"Agathe Bonitzer, Hiam Abbass, Salim Dau, Riff Cohen",drama,"['bottle', 'jerusalem', 'israel', 'email', 'immigrants', 'café', 'sensitive', 'explanation', 'year', '17', 'mutual', 'suspicion', 'french', 'old', 'recent']",2010s
Breakaway,Canadian,Robert Lieberman,"Vinay Virmani, Russell Peters, Akshay Kumar",hockey drama,"['rajveer', 'hockey', 'finals', 'team', 'sikh', 'game', 'raj', 'dan', 'tournament', 'winters', 'father', 'sammy', 'sonu', 'melissa', 'arguing']",2010s
BumRush,Canadian,Michel Jetté,Emmanuel Auger,crime drama,"['montreal', 'gangs', 'bar', 'series', 'gang', 'quebec', 'chapter', 'establishment', 'biker', 'extraordinary', 'raids', 'conducts', 'refers', 'leadership', 'italian']",2010s
Café de Flore,Canadian,Jean-Marc Vallée,"Kevin Parent, Vanessa Paradis, Hélène Florent, Évelyne Brochu",drama,"['syndrome', 'stars', 'rose', 'stories', 'montreal', 'dj', '1960s', 'vanessa', 'linked', 'set', 'protective', 'builds', 'parent', 'companion', 'revelation']",2010s
The Captains,Canadian,William Shatner,William Shatner,documentary,"['trek', 'star', 'role', 'career', 'vi', 'kirk', 'toronto', 'chang', 'embarrassment', 'decade', 'overcomes', 'jersey', 'christopher', 'documentary', 'vegas']",2010s
Cloudburst,Canadian,Thom Fitzgerald,"Olympia Dukakis, Brenda Fricker",drama,"['nova', 'hitchhiker', 'stella', 'louise', 'lesbian', 'nursing', 'embark', 'granddaughter', 'ryan', 'travelling', 'style', 'deeply', 'bond', 'pick', 'home']",2010s
Collaborator,Canadian,Martin Donovan,"Martin Donovan, David Morse, Olivia Williams, Melissa Auf der Maur, Katherine Helmond",drama,"['stars', 'robert', 'neighbor', 'eileen', 'donovan', 'gus', 'converge', 'katherine', 'melissa', 'olivia', 'roles', 'unfolds', 'celebrity', 'supporting', 'williams']",2010s
A Dangerous Method,Canadian,David Cronenberg,"Viggo Mortensen, Michael Fassbender, Keira Knightley, Vincent Cassel",historical/drama,"['jung', 'patient', 'nazis', 'sexual', 'association', 'relationship', 'doctor', 'doctors', 'begin', 'word', 'new', 'wife', 'continue', 'otto', 'switzerland']",2010s
Dimanche/Sunday,Canadian,Patrick Doyon,unknown_cast,national film board animated short,"['quebec', 'hobby', 'coins', 'sunday', 'grandparents', 'bored', 'placing', 'wanders', 'creating', 'adult', 'inspired', 'youth', 'tracks', 'church', 'said']",2010s
Donovan's Echo,Canadian,Jim Cliffe,"Danny Glover, Bruce Greenwood, Natasha Calls, Sonja Bennett","thriller, drama","['donovan', 'puzzle', 'doomed', 'pattern', 'redemption', 'bennett', 'believes', 'unlock', 'sanity', 'plagued', 'past', 'prevented', 'add', 'natasha', 'facts']",2010s
Down the Road Again,Canadian,Don Shebib,"Doug McGrath, Kathleen Robertson, Anthony Lemke, Jayne Eastwood",drama,"['joey', 'pete', 'betty', 'cape', 'annie', 'toronto', 'emotion', 'surprising', 'adding', 'jo', 'honour', 'ashes', 'left', 'canada', 'matt']",2010s
Edwin Boyd: Citizen Gangster,Canadian,Nathan Morlando,"Scott Speedman, Kelly Reilly, Kevin Durand",biodrama,"['boyd', 'ann', 'bank', 'val', 'lenny', 'gang', 'cox', 'deep', 'roberts', 'attention', 'jackson', 'war', 'veteran', 'joseph', 'barely']",2010s
Funkytown,Canadian,Daniel Roby,"Patrick Huard, Raymond Bouchard, Geneviève Brouillette, Justin Chatwin, Paul Doucet, Sarah Mutch",drama,"['montreal', 'disco', '1980', 'decline', 'canada', 'experience', 'light', 'club', 'quebec', 'industrial', 'stanley', 'largest', 'economic', 'surroundings', 'decade']",2010s
The Girl in the White Coat,Canadian,Darrell Wasyk,Pascale Monpetit,drama,"['elise', 'isolation', 'tormented', 'coat', 'mistaken', 'fixed', 'intended', 'factory', 'workers', 'lack', 'pulls', 'worker', 'identity', 'events', 'case']",2010s
Grave Encounters,Canadian,The Vicious Brothers,Sean Rogerson,sci-fi horror,"['lance', 'sasha', 'matt', 'elevator', 'encounters', 'hospital', 'houston', 'crew', 'exit', 'patient', 'grave', 'group', 'gown', 'preston', 'shaft']",2010s
Hidden 3D,Canadian,Antoine Thomas,"Devon Bostick, Jason Blicker",horror,"['brian', 'mutant', 'building', 'mother', 'haley', 'monastery', 'secret', 'sanctuary', 'controversial', 'sinister', 'visitors', 'prey', 'children', 'experimental', 'flesh']",2010s
Hobo with a Shotgun,Canadian,Jason Eisener,"Ruger Hauer, Gregory Smith, Robb Wells, Molly Dunsworth, Brian Downey",crime thriller,"['drake', 'abby', 'slick', 'ivan', 'otis', 'plague', 'town', 'filmmaker', 'townspeople', 'shotgun', 'homeless', 'sons', 'arm', 'rip', 'pawn']",2010s
I'm Yours,Canadian,Leonard Farlinger,"Rossif Sutherland, Karine Vanasse, Don McKellar, Nicholas Campbell",drama,"['daphne', 'robert', 'marie', 'natalie', 'bus', 'terminal', 'phil', 'parents', 'manhattan', 'bay', 'mentor', 'motel', 'fiancé', 'alcohol', 'reveals']",2010s
In Darkness,Canadian,Agnieszka Holland,"Robert Więckiewicz, Benno Fürmann",drama,"['jews', 'polish', 'jewish', 'german', 'worker', 'city', 'leopold', 'soviets', 'sewer', 'nazis', '1944', 'cared', 'refugees', 'recognition', 'june']",2010s
Irvine Welsh's Ecstasy,Canadian,Rob Heydon,"Adam Sinclair, Kristin Kreuk, Billy Boyd, Carlo Rota",black comedy,"['lloyd', 'heather', 'solo', 'drugs', 'sinclair', 'drug', 'change', 'carlo', 'owing', 'user', 'storyline', 'terribly', 'wondering', 'thompson', 'boring']",2010s
Keyhole,Canadian,Guy Maddin,"Jason Patric, Isabella Rossellini",drama,"['ulysses', 'manners', 'denny', 'house', 'ghost', 'ed', 'drowned', 'gangsters', 'gang', 'remembers', 'chair', 'ghosts', 'ned', 'chang', 'son']",2010s
Knockout,Canadian,Anne Wheeler,"Steve Austin, Daniel Magder",boxing drama,"['matthew', 'boxing', 'dan', 'club', 'boxer', 'took', 'bully', 'trained', 'join', 'box', 'opportunity', 'school', 'gave', 'brandt', 'rink']",2010s
Monsieur Lazhar,Canadian,Philippe Falardeau,"Mohamed Fellag, Danielle Proulx, Sophie Nélisse",drama,"['students', 'teacher', 'school', 'alice', 'teaching', 'simon', 'principal', 'suicide', 'goodbye', 'tried', 'eventually', 'country', 'death', 'student', 'haunts']",2010s
The Moth Diaries,Canadian,Mary Harron,"Lily Cole, Scott Speedman, Sarah Bolger","vampire, horror","['rebecca', 'lucy', 'davies', 'coffin', 'mr', 'diary', 'basement', 'school', 'razor', 'wrists', 'poet', 'blood', 'soon', 'stone', 'recovers']",2010s
Nuit #1,Canadian,Anne Émond,"Catherine de Léan, Dimitri Storoge",drama,"['clara', 'nikolai', 'erotic', 'portrait', 'catherine', 'typical', 'sneak', 'unexpected', 'goodbye', 'apartment', 'saying', 'turn', 'end', 'meet', 'night']",2010s
The Private Life of Cinema,Canadian,Denys Desjardins,unknown_cast,documentary,"['industry', 'private', 'exploration', 'origins', 'funding', 'profits', 'artists', 'basis', 'cultural', 'cinema', 'commercial', 'politicians', 'effects', '50', 'build']",2010s
Starbuck,Canadian,Ken Scott,"Patrick Huard, Julie Le Breton, Antoine Bertrand",comedy,"['david', 'lawsuit', 'sperm', 'lawyer', 'valerie', 'bank', 'identity', 'thugs', '000', '80', 'quebec', '1988', 'donation', 'require', '2011']",2010s
Sur le rythme,Canadian,Charles-Olivier Michaud,Nico Archambault,romantic comedy,"['marina', 'le', 'saint', 'medicine', 'comedy', 'choose', 'dancing', '20', 'paul', 'wish', 'romantic', 'dance', 'dreams', 'career', 'student']",2010s
Take This Waltz,Canadian,Sarah Polley,"Michelle Williams, Seth Rogen, Sarah Silverman",romantic drama,"['margot', 'daniel', 'lou', 'husband', 'clear', 'chemistry', 'toronto', 'montage', 'interact', 'rickshaw', 'encountering', 'operator', 'saddened', 'satisfied', 'regret']",2010s
Tucker & Dale vs. Evil,Canadian,Eli Craig,"Tyler Labine, Alan Tudyk, Katrina Bowden, Jesse Moss","comedy, horror","['dale', 'tucker', 'allison', 'chad', 'cabin', 'kids', 'chuck', 'naomi', 'mitch', 'chloe', 'accidentally', 'college', 'sheriff', 'mike', 'jason']",2010s
Upside Down,Canadian,Juan Diego Solanas,"Jim Sturgess, Kirsten Dunst",sci-fi/romance,"['eden', 'adam', 'bob', 'gravity', 'cream', 'worlds', 'aunt', 'product', 'fields', 'sides', 'great', 'planet', 'matter', 'planets', 'formula']",2010s
Wetlands (Marécages),Canadian,Guy Édoin,"Pascale Bussières, Gabriel Maillé, Luc Picard",drama,"['drought', 'quebec', 'eastern', 'forgive', 'drama', 'farm', 'confrontation', 'middle', 'learn', 'family', 'life', '15', '14', '13', '12']",2010s
Wild Life,Canadian,Wendy Tilby & Amanda Forbis,"voices Adam Blackwood, Luba Goy",national film board animated short,"['disastrous', 'england', 'results', 'follows', 'sent', 'young', 'story', 'man', 'film', '17', '16', '150', '15', '14', '13']",2010s
Winnie,Canadian,Darrell Roodt,"Jennifer Hudson, Terrence Howard",biodrama,"['faces', 'remain', 'release', 'winnie', 'confinement', 'harassment', 'hudson', 'upbringing', 'accusations', 'solitary', 'nelson', 'pressures', 'husband', 'howard', 'infidelity']",2010s
Wrecked,Canadian,Michael Greenspan,Adrien Brody,thriller,"['car', 'man', 'raymond', 'robbery', 'woods', 'revolver', 'signal', 'hunter', 'seat', 'stuck', 'armed', 'leg', 'cell', 'dead', 'crash']",2010s
Antiviral,Canadian,Brandon Cronenberg,"Caleb Landry Jones, Sarah Gadon, Malcolm McDowell",horror,"['syd', 'hannah', 'virus', 'console', 'clinic', 'lucas', 'blood', 'samples', 'celebrities', 'meat', 'derek', 'arm', 'celebrity', 'market', 'harvest']",2010s
Blackbird,Canadian,Jason Buxton,"Connor Jessup, Alexia Fast, Jeremy Akerman",drama,"['sean', 'trevor', 'hockey', 'isolation', 'ward', 'bully', 'team', 'ping', 'claus', 'santa', 'weird', 'jail', 'angers', 'members', 'ball']",2010s
Cosmopolis,Canadian,David Cronenberg,"Robert Pattinson, Jay Baruchel, Juliette Binoche, Samantha Morton, Emily Hampshire, Sara Gorden, Paul Giamatti",unknown,"['eric', 'barber', 'gun', 'limo', 'bodyguard', 'traffic', 'murderer', 'potential', 'discuss', 'elise', 'doctor', 'sex', 'rap', 'rats', 'bookstore']",2010s
Chained,Canadian,Jennifer Lynch,"Vincent D'Onofrio, Julia Ormond",thriller,"['tim', 'bob', 'brad', 'angie', 'cab', 'marie', 'home', 'abducts', 'victims', 'sarah', 'buries', 'drives', 'suggesting', 'wants', 'taxi']",2010s
The Disappeared,Canadian,Shandi Mitchell,"Billy Campbell, Shawn Doyle, Brian Downey",drama,"['atlantic', 'sinks', 'fishing', 'stranded', 'fresh', 'ocean', 'north', 'physical', 'boat', 'mental', 'pass', 'food', 'water', 'middle', 'little']",2010s
Goon,Canadian,Michael Dowse,"Seann William Scott, Liev Schreiber, Jay Baruchel",comedy,"['doug', 'rhea', 'game', 'enforcer', 'ice', 'hockey', 'player', 'eva', 'pat', 'opposing', 'ankle', 'teammates', 'injured', 'hit', 'suspended']",2010s
High Chicago,Canadian,Alfons Adetuyi,"Colin Salmon, Kevin Hanchard, Karen LeBlanc, Sebastian Pigott",drama,"['sam', 'ex', 'detroit', 'showdown', 'colin', 'shark', 'equally', 'navy', 'africa', 'gambling', 'deadly', 'theatre', 'crazy', 'stars', 'card']",2010s
Inch'Allah,Canadian,Anaïs Barbeau-Lavalette,"Évelyne Brochu, Sivan Levy, Sabrina Ouazani",drama,"['israeli', 'ava', 'jerusalem', 'israel', 'posters', 'barrier', 'hosts', 'settlement', 'separation', 'cafe', 'bitter', 'attack', 'military', 'shop', 'street']",2010s
Laurence Anyways,Canadian,Xavier Dolan,"Melvil Poupaud, Suzanne Clément, Nathalie Baye",drama,"['fred', 'laurence', 'interviewer', 'poems', 'charlotte', 'biggest', 'dress', 'living', 'woman', 'suzanne', 'years', 'transgender', 'quebec', 'fiery', 'secret']",2010s
The Lesser Blessed,Canadian,Anita Doron,"Joel Evans, Chloe Rose, Kiowa Gordon, Benjamin Bratt",drama,"['perspective', 'teen', 'typical', 'explores', 'shy', 'canada', 'native', 'deals', 'teenager', 'modern', 'issues', 'remote', 'community', 'struggles', 'film']",2010s
Mars et Avril,Canadian,Martin Villeneuve,"Jacques Languirand, Caroline Dhavernas, Paul Ahmarani, Robert Lepage",sci-fi fantasy,"['mars', 'jacob', 'arthur', 'instruments', 'inventor', 'charismatic', 'caroline', 'triangle', 'love', 'set', 'theory', 'pride', 'designed', 'musician', 'humanity']",2010s
Moving Day,Canadian,Mike Clattenburg,"Will Sasso, Gabriel Hogan, Jonny Harris, Charlie Murphy, Victor Garber, Gabrielle Miller",comedy,"['clyde', 'aj', 'dennis', 'cedric', 'drinking', 'customers', 'turtle', 'boxes', 'linda', 'ladies', 'upset', 'denis', 'job', 'carolina', 'makeup']",2010s
My Awkward Sexual Adventure,Canadian,Sean Garrity,"Jonas Chernick, Emily Hampshire, Sarah Manninen",comedy-drama,"['jordan', 'julia', 'rachel', 'sex', 'strip', 'apartment', 'oral', 'club', 'explore', 'helps', 'bound', 'attending', 'bathroom', 'reconcile', 'sexual']",2010s
Stories We Tell,Canadian,Sarah Polley,"Rebecca Jenkins, Sarah Polley",national film board documentary,"['diane', 'interviews', 'super', 'footage', 'michael', '10', 'performers', 'jenkins', 'montreal', 'january', 'historical', 'product', 'resemblance', 'including', 'website']",2010s
War Witch (Rebelle),Canadian,Kim Nguyen,"Rachel Mwanza, Serge Kanyinda",drama about child soldiers,"['magician', 'tiger', 'rebels', 'great', 'rooster', 'known', 'mystical', 'enable', 'warlord', 'town', 'boy', 'child', 'narrating', 'rebel', 'africa']",2010s
13 Eerie,Canadian,Lowell Dean,"Katharine Isabelle, Michael Shanks, Brendan Fehr",horror,"['zombie', 'megan', 'daniel', 'josh', 'larry', 'cabin', 'patrick', 'kate', 'bus', 'tattoo', 'rob', 'thug', 'zombies', 'woods', 'pairs']",2010s
All the Wrong Reasons,Canadian,Gia Milani,"Cory Monteith, Karine Vanasse, Kevin Zegers",drama,"['kate', 'store', 'nicole', 'simon', 'husband', 'james', 'firefighter', 'isolation', 'intimacy', 'traumatic', 'inspires', 'recovery', 'ruin', 'stress', 'unsuccessfully']",2010s
